AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log
Cat,Domestic Medium Hair Mix,Black Tabby,Intact Female,Stray,Normal,44,28,3.8066624897703196
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,10,120,2.3978952727983707
Dog,Shetland Sheepdog/Chihuahua Longhair,Brown Brindle,Intact Female,Stray,Normal,4,210,1.6094379124341003
Dog,American Pit Bull Terrier/Weimaraner,Blue/White,Intact Female,Stray,Normal,5,150,1.791759469228055
Cat,American Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,4,30,1.6094379124341003
Cat,Domestic Medium Hair,Calico,Intact Female,Stray,Normal,156,21,5.056245805348308
Dog,Rat Terrier Mix,Black/White,Intact Male,Stray,Normal,4,270,1.6094379124341003
Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,194,60,5.272999558563747
Dog,Siberian Husky,Black/White,Spayed Female,Owner Surrender,Normal,28,730,3.367295829986474
Dog,Siberian Husky Mix,Black/White,Intact Female,Stray,Normal,7,1095,2.0794415416798357
Dog,Siberian Husky Mix,Black/White,Intact Female,Stray,Normal,157,1095,5.062595033026967
Dog,Staffordshire Mix,Blue/White,Intact Male,Stray,Normal,10,365,2.3978952727983707
Cat,Siamese Mix,Blue Point,Neutered Male,Owner Surrender,Normal,7,730,2.0794415416798357
Dog,Labrador Retriever Mix,Brown,Neutered Male,Stray,Injured,107,1095,4.68213122712422
Dog,Chihuahua Shorthair Mix,Brown/White,Neutered Male,Owner Surrender,Normal,23,1095,3.1780538303479458
Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,7,730,2.0794415416798357
Dog,Chihuahua Shorthair Mix,Red/White,Spayed Female,Stray,Normal,4,730,1.6094379124341003
Cat,Domestic Shorthair Mix,Blue Tabby,Neutered Male,Stray,Normal,4,1825,1.6094379124341003
Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,7,365,2.0794415416798357
Other,Guinea Pig,Calico,Unknown,Stray,Normal,3,730,1.3862943611198906
Dog,Jack Russell Terrier Mix,Brown Brindle/White,Spayed Female,Stray,Normal,139,4380,4.941642422609304
Cat,Siamese Mix,Seal Point,Neutered Male,Stray,Injured,113,365,4.736198448394496
Cat,Siamese Mix,Flame Point,Intact Male,Stray,Normal,123,28,4.820281565605037
Dog,Chihuahua Shorthair Mix,White/Tan,Neutered Male,Owner Surrender,Normal,4,1095,1.6094379124341003
Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,78,30,4.3694478524670215
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Owner Surrender,Normal,3,120,1.3862943611198906
Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,132,30,4.890349128221754
Dog,Vizsla Mix,Red/White,Intact Female,Stray,Normal,5,60,1.791759469228055
Dog,Labrador Retriever Mix,White/Brown,Intact Female,Stray,Normal,8,60,2.1972245773362196
Dog,Black Mouth Cur Mix,Tan/Black,Intact Female,Stray,Normal,33,365,3.5263605246161616
Dog,Black Mouth Cur Mix,Tan/Black,Intact Female,Stray,Normal,10,365,2.3978952727983707
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Owner Surrender,Normal,271,90,5.605802066295998
Dog,Catahoula Mix,Red,Intact Male,Owner Surrender,Normal,112,1460,4.727387818712341
Cat,Domestic Shorthair Mix,Calico,Spayed Female,Stray,Normal,5,2190,1.791759469228055
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,68,14,4.23410650459726
Dog,Pit Bull Mix,Fawn/White,Intact Female,Stray,Normal,29,730,3.4011973816621555
Cat,Domestic Shorthair,Brown Tabby/White,Intact Female,Stray,Normal,79,30,4.382026634673881
Cat,Domestic Shorthair Mix,Calico,Intact Female,Owner Surrender,Normal,31,28,3.4657359027997265
Cat,Domestic Medium Hair,Black/White,Intact Male,Owner Surrender,Normal,179,180,5.19295685089021
Dog,Chihuahua Shorthair Mix,Red/Tan,Spayed Female,Stray,Normal,4,730,1.6094379124341003
Dog,Border Collie Mix,Black/White,Intact Female,Stray,Normal,15,730,2.772588722239781
Dog,Dachshund Wirehair Mix,Tricolor,Neutered Male,Stray,Normal,7,365,2.0794415416798357
Dog,Labrador Retriever,Chocolate,Spayed Female,Public Assist,Normal,16,3650,2.833213344056216
Cat,Domestic Shorthair Mix,White/Black,Intact Male,Stray,Normal,51,30,3.9512437185814275
Dog,Australian Shepherd Mix,White/Brown,Neutered Male,Owner Surrender,Normal,107,2190,4.68213122712422
Dog,Rat Terrier Mix,White/Black,Intact Female,Stray,Normal,7,240,2.0794415416798357
Dog,Pit Bull/Catahoula,White/Brown,Intact Female,Stray,Normal,26,365,3.295836866004329
Cat,Domestic Longhair Mix,Orange Tabby,Intact Male,Stray,Injured,39,365,3.6888794541139363
Cat,Domestic Longhair,Orange Tabby/White,Intact Male,Stray,Normal,30,28,3.4339872044851463
Dog,Boxer Mix,Brown Brindle/White,Intact Male,Stray,Injured,94,730,4.553876891600541
Dog,German Shepherd Mix,Brown Brindle,Neutered Male,Stray,Normal,12,365,2.5649493574615367
Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Owner Surrender,Normal,20,365,3.044522437723423
Dog,Dachshund,Tricolor/Black,Intact Male,Stray,Normal,4,30,1.6094379124341003
Dog,Basset Hound/Rat Terrier,White/Brown,Neutered Male,Owner Surrender,Normal,77,1825,4.356708826689592
Dog,Yorkshire Terrier Mix,Tan/Black,Intact Female,Stray,Normal,3,365,1.3862943611198906
Dog,Pit Bull Mix,White/Brown,Neutered Male,Owner Surrender,Normal,176,3285,5.176149732573829
Dog,Rat Terrier Mix,Brown/White,Intact Male,Owner Surrender,Normal,9,1095,2.302585092994046
Dog,Rat Terrier Mix,Brown/White,Intact Male,Owner Surrender,Normal,3,1095,1.3862943611198906
Dog,Australian Cattle Dog Mix,Red/Red Merle,Neutered Male,Stray,Normal,10,365,2.3978952727983707
Dog,Labrador Retriever Mix,Black/White,Neutered Male,Owner Surrender,Normal,2,180,1.0986122886681098
Cat,Domestic Shorthair Mix,Blue/White,Intact Male,Stray,Nursing,53,6,3.9889840465642745
Dog,Border Collie/Whippet,Black/White,Intact Male,Stray,Normal,4,30,1.6094379124341003
Dog,Border Collie/Whippet,Black/White,Intact Male,Stray,Normal,169,30,5.135798437050262
Dog,Cairn Terrier Mix,Buff,Intact Male,Public Assist,Normal,15,365,2.772588722239781
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Owner Surrender,Normal,3,60,1.3862943611198906
Dog,Border Collie,Black/White,Intact Male,Stray,Injured,112,240,4.727387818712341
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,1,30,0.6931471805599453
Dog,Chihuahua Shorthair,Red/White,Intact Male,Owner Surrender,Normal,1,2555,0.6931471805599453
Dog,Bruss Griffon Mix,Tricolor,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Redbone Hound Mix,Red,Intact Male,Stray,Normal,172,365,5.153291594497779
Dog,Redbone Hound Mix,Red,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Catahoula Mix,Blue Merle/Tan,Neutered Male,Stray,Normal,45,730,3.828641396489095
Dog,Jack Russell Terrier/Pug,White/Tan,Neutered Male,Owner Surrender,Normal,2,365,1.0986122886681098
Dog,Rottweiler,Black/Brown,Intact Female,Stray,Normal,5,730,1.791759469228055
Cat,American Shorthair Mix,Brown Tabby/White,Neutered Male,Owner Surrender,Normal,7,365,2.0794415416798357
Dog,Catahoula/Pit Bull,Brown Merle/White,Intact Female,Stray,Normal,13,365,2.6390573296152584
Dog,Dachshund Mix,Red,Intact Male,Stray,Normal,4,1825,1.6094379124341003
Dog,Australian Cattle Dog Mix,White/Tan,Intact Female,Stray,Normal,132,270,4.890349128221754
Dog,Australian Cattle Dog Mix,White/Tan,Intact Female,Stray,Normal,26,270,3.295836866004329
Dog,Pit Bull Mix,Yellow Brindle/White,Spayed Female,Owner Surrender,Normal,67,365,4.219507705176107
Bird,Bantam Mix,Tan/Yellow,Intact Male,Stray,Normal,3,180,1.3862943611198906
Dog,Pit Bull Mix,White/Blue,Intact Male,Stray,Normal,4,90,1.6094379124341003
Dog,Labrador Retriever/Great Pyrenees,White,Intact Female,Stray,Normal,12,60,2.5649493574615367
Dog,Catahoula Mix,Brown Brindle/White,Intact Female,Stray,Normal,6,330,1.9459101490553132
Dog,Border Collie Mix,Tan,Intact Female,Stray,Normal,5,365,1.791759469228055
Dog,Labrador Retriever Mix,Tricolor,Intact Female,Stray,Normal,12,730,2.5649493574615367
Dog,Siberian Husky Mix,Brown/Tan,Neutered Male,Stray,Normal,9,1825,2.302585092994046
Cat,Domestic Shorthair Mix,Black/Silver,Intact Male,Stray,Normal,3,30,1.3862943611198906
Dog,Australian Cattle Dog/Cardigan Welsh Corgi,Red Tick,Intact Female,Stray,Normal,5,150,1.791759469228055
Cat,Domestic Longhair Mix,Calico,Intact Female,Stray,Normal,5,90,1.791759469228055
Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Female,Stray,Normal,4,1460,1.6094379124341003
Dog,Smooth Fox Terrier Mix,White/Tan,Intact Male,Owner Surrender,Normal,1,60,0.6931471805599453
Cat,Domestic Shorthair Mix,Blue/Tortie,Intact Female,Stray,Nursing,171,0,5.147494476813453
Dog,Chihuahua Shorthair/Miniature Pinscher,Black/Tan,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Pit Bull Mix,Chocolate/White,Neutered Male,Owner Surrender,Normal,114,730,4.74493212836325
Dog,Chihuahua Shorthair Mix,Tan/Black,Spayed Female,Owner Surrender,Normal,7,730,2.0794415416798357
Cat,Domestic Medium Hair Mix,Brown Tabby/White,Intact Female,Stray,Normal,57,365,4.060443010546419
Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Stray,Normal,21,730,3.091042453358316
Dog,Pit Bull Mix,Tan,Spayed Female,Owner Surrender,Normal,179,730,5.19295685089021
Dog,Pit Bull Mix,Tan,Spayed Female,Owner Surrender,Normal,38,730,3.6635616461296463
Dog,Australian Cattle Dog Mix,Brown/White,Intact Female,Owner Surrender,Normal,2,30,1.0986122886681098
Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Injured,109,365,4.700480365792417
Dog,Pit Bull Mix,Brown/Brown,Intact Female,Stray,Normal,58,3,4.07753744390572
Dog,German Shepherd/Labrador Retriever,Sable/White,Intact Female,Owner Surrender,Normal,30,28,3.4339872044851463
Cat,Domestic Shorthair Mix,White/Blue,Intact Female,Stray,Normal,38,30,3.6635616461296463
Cat,Domestic Shorthair Mix,Calico/Brown Tabby,Spayed Female,Owner Surrender,Normal,1,150,0.6931471805599453
Cat,American Shorthair,Black,Intact Female,Stray,Injured,38,28,3.6635616461296463
Cat,Domestic Medium Hair Mix,Blue,Neutered Male,Stray,Normal,12,1095,2.5649493574615367
Cat,Domestic Medium Hair Mix,Blue,Neutered Male,Stray,Normal,313,1095,5.749392985908253
Dog,Pit Bull,Black/White,Intact Male,Stray,Normal,5,90,1.791759469228055
Cat,Domestic Shorthair Mix,White/Gray Tabby,Spayed Female,Owner Surrender,Normal,32,4015,3.4965075614664802
Cat,Domestic Shorthair Mix,Blue Tabby,Neutered Male,Stray,Normal,5,120,1.791759469228055
Dog,Australian Shepherd Mix,Red/White,Spayed Female,Owner Surrender,Normal,22,2190,3.1354942159291497
Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,63,730,4.1588830833596715
Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,38,365,3.6635616461296463
Dog,Chihuahua Shorthair Mix,Sable,Intact Male,Stray,Normal,29,210,3.4011973816621555
Dog,Chihuahua Shorthair/Dachshund,Tan,Intact Female,Stray,Sick,9,270,2.302585092994046
Dog,Yorkshire Terrier Mix,Brown/Black,Spayed Female,Stray,Normal,5,3285,1.791759469228055
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Injured,28,240,3.367295829986474
Cat,Domestic Shorthair Mix,White/Gray,Intact Female,Stray,Normal,9,30,2.302585092994046
Cat,Domestic Shorthair Mix,Silver Tabby,Intact Female,Stray,Normal,44,21,3.8066624897703196
Dog,Boxer Mix,Tan/Brown,Spayed Female,Owner Surrender,Normal,2,1460,1.0986122886681098
Cat,Siamese,Tortie Point/Blue,Spayed Female,Stray,Normal,3,2190,1.3862943611198906
Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Stray,Normal,11,365,2.4849066497880004
Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Stray,Normal,37,365,3.6375861597263857
Cat,Siamese Mix,Lilac Point,Intact Female,Stray,Normal,50,21,3.9318256327243257
Dog,Staffordshire Mix,White/Gray,Intact Female,Owner Surrender,Normal,21,180,3.091042453358316
Dog,Staffordshire Mix,White/Gray,Intact Female,Owner Surrender,Normal,2,180,1.0986122886681098
Dog,Staffordshire Mix,White/Gray,Intact Female,Owner Surrender,Normal,31,180,3.4657359027997265
Cat,Domestic Shorthair Mix,Calico,Spayed Female,Stray,Normal,50,5840,3.9318256327243257
Dog,Papillon Mix,Tricolor,Neutered Male,Stray,Normal,4,1825,1.6094379124341003
Cat,Domestic Shorthair,Silver Tabby/White,Neutered Male,Stray,Normal,18,730,2.9444389791664403
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,164,30,5.10594547390058
Dog,Chihuahua Shorthair Mix,Black/Tricolor,Intact Female,Owner Surrender,Normal,2,60,1.0986122886681098
Dog,Pit Bull Mix,Brown/White,Intact Male,Stray,Normal,200,1095,5.303304908059076
Dog,Pit Bull Mix,Blue/White,Neutered Male,Owner Surrender,Normal,3,730,1.3862943611198906
Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,16,4745,2.833213344056216
Dog,Whippet Mix,White/Tan,Intact Male,Stray,Normal,4,120,1.6094379124341003
Dog,Basenji Mix,Tan/White,Neutered Male,Owner Surrender,Normal,2,1095,1.0986122886681098
Dog,Basenji Mix,Tan/White,Neutered Male,Owner Surrender,Normal,1,1095,0.6931471805599453
Dog,Chihuahua Shorthair,Sable,Intact Female,Owner Surrender,Normal,4,1825,1.6094379124341003
Dog,Labrador Retriever/Chow Chow,Red/Black,Intact Male,Stray,Normal,24,365,3.2188758248682006
Dog,Labrador Retriever/Chow Chow,Red/Black,Intact Male,Stray,Normal,125,365,4.836281906951478
Dog,Anatol Shepherd Mix,Brown,Spayed Female,Stray,Normal,53,2190,3.9889840465642745
Dog,Anatol Shepherd Mix,Brown,Spayed Female,Stray,Normal,6,2190,1.9459101490553132
Cat,Siamese Mix,Lynx Point,Intact Male,Stray,Normal,53,21,3.9889840465642745
Dog,Harrier/Labrador Retriever,Tan/White,Spayed Female,Owner Surrender,Normal,57,1825,4.060443010546419
Dog,Harrier/Labrador Retriever,Tan/White,Spayed Female,Owner Surrender,Normal,43,1825,3.784189633918261
Dog,Harrier/Labrador Retriever,Tan/White,Spayed Female,Owner Surrender,Normal,12,1825,2.5649493574615367
Cat,Domestic Shorthair,Torbie,Intact Female,Owner Surrender,Normal,2,210,1.0986122886681098
Dog,Pit Bull Mix,Blue/White,Spayed Female,Owner Surrender,Normal,6,365,1.9459101490553132
Dog,Norfolk Terrier Mix,Tan/Red,Intact Male,Stray,Normal,6,1095,1.9459101490553132
Dog,Boxer Mix,Fawn/White,Spayed Female,Stray,Normal,6,730,1.9459101490553132
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,72,180,4.290459441148391
Dog,Australian Cattle Dog/Beagle,White/Brown,Intact Female,Stray,Normal,5,150,1.791759469228055
Dog,Catahoula Mix,Black/White,Spayed Female,Owner Surrender,Normal,2,270,1.0986122886681098
Dog,Chihuahua Shorthair Mix,Cream/Tan,Intact Male,Stray,Normal,5,300,1.791759469228055
Dog,Basset Hound Mix,White/Red,Spayed Female,Owner Surrender,Normal,7,365,2.0794415416798357
Dog,Akita Mix,Sable,Neutered Male,Owner Surrender,Normal,3,365,1.3862943611198906
Dog,Rhod Ridgeback Mix,Black/Tan,Spayed Female,Stray,Normal,6,365,1.9459101490553132
Dog,Chihuahua Longhair Mix,Black,Neutered Male,Stray,Normal,5,1825,1.791759469228055
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,59,730,4.0943445622221
Dog,German Shepherd Mix,Black/Tan,Intact Male,Owner Surrender,Normal,26,730,3.295836866004329
Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Stray,Normal,41,1825,3.7376696182833684
Cat,Domestic Shorthair,Gray Tabby,Intact Female,Stray,Injured,112,30,4.727387818712341
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Owner Surrender,Normal,66,730,4.204692619390966
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Owner Surrender,Normal,92,730,4.532599493153256
Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,4,150,1.6094379124341003
Dog,Staffordshire Mix,Blue/White,Intact Female,Stray,Normal,23,730,3.1780538303479458
Dog,Pit Bull Mix,Black Brindle,Intact Male,Stray,Normal,86,180,4.465908118654584
Dog,German Shepherd Mix,White,Intact Female,Stray,Normal,9,365,2.302585092994046
Dog,Schipperke Mix,Black,Intact Female,Stray,Normal,7,730,2.0794415416798357
Dog,Schipperke Mix,Black,Intact Female,Stray,Normal,5,730,1.791759469228055
Dog,Labrador Retriever Mix,White,Intact Female,Stray,Normal,5,30,1.791759469228055
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,60,0,4.110873864173311
Cat,Domestic Shorthair Mix,Orange Tabby/White,Spayed Female,Owner Surrender,Normal,8,365,2.1972245773362196
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,64,1,4.174387269895637
Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Owner Surrender,Normal,95,2555,4.564348191467836
Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Owner Surrender,Normal,8,2555,2.1972245773362196
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,12,150,2.5649493574615367
Dog,Chihuahua Shorthair Mix,Buff,Intact Male,Stray,Normal,4,30,1.6094379124341003
Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,47,730,3.871201010907891
Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,30,28,3.4339872044851463
Cat,Domestic Shorthair Mix,White/Brown Tabby,Intact Female,Stray,Normal,92,14,4.532599493153256
Dog,Pit Bull Mix,Gray/White,Neutered Male,Owner Surrender,Normal,28,365,3.367295829986474
Other,Rabbit Sh Mix,White/Tricolor,Spayed Female,Public Assist,Normal,56,180,4.04305126783455
Cat,Domestic Shorthair,Blue,Intact Female,Abandoned,Normal,45,21,3.828641396489095
Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Normal,142,28,4.962844630259907
Dog,Miniature Schnauzer Mix,Brown,Intact Female,Stray,Normal,11,365,2.4849066497880004
Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Owner Surrender,Normal,37,365,3.6375861597263857
Dog,Chihuahua Shorthair Mix,Tan,Spayed Female,Stray,Normal,10,2190,2.3978952727983707
Cat,Domestic Longhair Mix,Black,Neutered Male,Owner Surrender,Normal,12,1095,2.5649493574615367
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,19,150,2.995732273553991
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Nursing,68,0,4.23410650459726
Cat,Domestic Longhair,Brown Tabby,Intact Female,Stray,Normal,16,60,2.833213344056216
Dog,Labrador Retriever Mix,Black,Neutered Male,Stray,Normal,5,1825,1.791759469228055
Cat,Domestic Shorthair Mix,Cream Tabby,Intact Male,Stray,Normal,9,120,2.302585092994046
Dog,American Staffordshire Terrier/Labrador Retriever,Brown,Intact Male,Stray,Normal,4,240,1.6094379124341003
Dog,Labrador Retriever Mix,Cream/White,Spayed Female,Stray,Normal,138,2190,4.9344739331306915
Dog,Labrador Retriever Mix,Cream/White,Spayed Female,Stray,Normal,10,2190,2.3978952727983707
Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Male,Stray,Normal,19,1460,2.995732273553991
Dog,Pit Bull Mix,Black/White,Intact Male,Owner Surrender,Normal,140,730,4.948759890378168
Dog,Rottweiler,Black/Brown,Intact Male,Owner Surrender,Normal,13,330,2.6390573296152584
Dog,Rottweiler,Black/Brown,Intact Male,Owner Surrender,Normal,31,330,3.4657359027997265
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,6,150,1.9459101490553132
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,4,120,1.6094379124341003
Dog,Chihuahua Shorthair Mix,Black/White,Intact Female,Stray,Normal,5,120,1.791759469228055
Cat,Domestic Medium Hair Mix,Orange Tabby,Intact Male,Stray,Normal,43,28,3.784189633918261
Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Female,Stray,Normal,262,28,5.572154032177765
Cat,Domestic Shorthair,Calico,Intact Female,Owner Surrender,Normal,32,330,3.4965075614664802
Cat,Domestic Shorthair,Calico,Intact Female,Owner Surrender,Normal,13,330,2.6390573296152584
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,95,6,4.564348191467836
Dog,Dachshund/Chihuahua Shorthair,Brown,Intact Male,Stray,Normal,11,1095,2.4849066497880004
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,9,365,2.302585092994046
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,13,90,2.6390573296152584
Dog,Pbgv Mix,White/Tan,Intact Male,Public Assist,Injured,43,2555,3.784189633918261
Dog,Chihuahua Shorthair Mix,Black/Tan,Intact Female,Public Assist,Normal,6,30,1.9459101490553132
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,68,3,4.23410650459726
Dog,German Shepherd Mix,Black/Tan,Spayed Female,Stray,Normal,5,300,1.791759469228055
Dog,Rottweiler Mix,Black/Tan,Intact Male,Stray,Normal,17,2190,2.8903717578961645
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,25,35,3.258096538021482
Cat,Domestic Shorthair Mix,Blue/White,Intact Female,Stray,Normal,11,30,2.4849066497880004
Cat,Domestic Shorthair,Calico,Intact Female,Stray,Normal,23,365,3.1780538303479458
Cat,Domestic Medium Hair Mix,Black,Intact Female,Owner Surrender,Normal,39,30,3.6888794541139363
Dog,Anatol Shepherd Mix,Tan/Black,Intact Female,Stray,Normal,8,90,2.1972245773362196
Dog,Plott Hound Mix,Brown Brindle,Intact Male,Stray,Normal,6,60,1.9459101490553132
Dog,Golden Retriever Mix,Gold,Intact Male,Owner Surrender,Normal,1,30,0.6931471805599453
Dog,Bloodhound/Great Pyrenees,Black/Tricolor,Intact Male,Owner Surrender,Normal,125,210,4.836281906951478
Dog,Bloodhound/Great Pyrenees,Black/Tricolor,Intact Male,Owner Surrender,Normal,80,210,4.394449154672439
Dog,Chihuahua Shorthair Mix,White/Black,Intact Female,Stray,Injured,12,730,2.5649493574615367
Dog,Rottweiler Mix,Black/Tan,Intact Male,Stray,Normal,6,730,1.9459101490553132
Dog,Pit Bull Mix,Tan/White,Spayed Female,Stray,Normal,18,1095,2.9444389791664403
Cat,Maine Coon Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,9,730,2.302585092994046
Dog,Chihuahua Shorthair,Tan/White,Intact Male,Owner Surrender,Normal,199,2190,5.298317366548036
Dog,Dachshund Mix,Black/Tan,Neutered Male,Owner Surrender,Normal,6,1460,1.9459101490553132
Dog,Labrador Retriever Mix,Yellow/White,Intact Female,Owner Surrender,Normal,15,330,2.772588722239781
Cat,Domestic Medium Hair Mix,Blue/White,Spayed Female,Owner Surrender,Normal,48,4015,3.8918202981106265
Cat,Domestic Shorthair Mix,White/Black,Intact Female,Stray,Normal,57,365,4.060443010546419
Cat,Domestic Medium Hair Mix,Black,Intact Female,Stray,Normal,57,270,4.060443010546419
Cat,Domestic Medium Hair Mix,Black,Intact Female,Stray,Normal,39,270,3.6888794541139363
Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,355,730,5.87493073085203
Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,156,3650,5.056245805348308
Dog,Australian Cattle Dog Mix,Brown Brindle/White,Intact Male,Stray,Sick,88,2920,4.48863636973214
Dog,Beagle,White/Tan,Intact Male,Owner Surrender,Normal,5,365,1.791759469228055
Dog,Dachshund/Chihuahua Shorthair,Red,Intact Male,Stray,Normal,6,365,1.9459101490553132
Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Owner Surrender,Normal,3,365,1.3862943611198906
Dog,Shih Tzu,Tan/White,Intact Male,Stray,Normal,5,300,1.791759469228055
Cat,Domestic Shorthair,Black,Intact Male,Stray,Normal,21,60,3.091042453358316
Dog,Dalmatian Mix,White/Black,Spayed Female,Owner Surrender,Normal,5,365,1.791759469228055
Dog,Rat Terrier,White/Black,Spayed Female,Owner Surrender,Normal,1,4380,0.6931471805599453
Dog,Labrador Retriever Mix,Brown,Neutered Male,Stray,Normal,12,1825,2.5649493574615367
Dog,Pit Bull Mix,Tan/White,Spayed Female,Owner Surrender,Normal,66,730,4.204692619390966
Cat,Domestic Shorthair Mix,Cream Tabby,Intact Female,Stray,Normal,45,30,3.828641396489095
Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,40,60,3.713572066704308
Dog,Presa Canario,Brown/Black,Intact Male,Stray,Injured,8,2190,2.1972245773362196
Dog,Great Pyrenees Mix,White,Intact Female,Stray,Normal,8,730,2.1972245773362196
Cat,Domestic Shorthair Mix,White/Brown Tabby,Intact Female,Owner Surrender,Normal,35,30,3.58351893845611
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,45,150,3.828641396489095
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,6,150,1.9459101490553132
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Owner Surrender,Normal,1,300,0.6931471805599453
Dog,Catahoula Mix,Black/White,Spayed Female,Stray,Normal,30,365,3.4339872044851463
Cat,Domestic Shorthair,Black,Intact Female,Stray,Normal,33,365,3.5263605246161616
Cat,Siamese,Calico Point,Intact Female,Owner Surrender,Normal,2,120,1.0986122886681098
Dog,Miniature Schnauzer/Miniature Poodle,White/Buff,Intact Male,Stray,Normal,6,60,1.9459101490553132
Dog,Miniature Schnauzer/Miniature Poodle,White/Buff,Intact Male,Stray,Normal,17,60,2.8903717578961645
Dog,Chow Chow/Pit Bull,Cream,Neutered Male,Owner Surrender,Normal,3,60,1.3862943611198906
Dog,Dachshund/Labrador Retriever,Black/White,Intact Female,Stray,Normal,4,240,1.6094379124341003
Cat,Domestic Shorthair Mix,White/Orange Tabby,Intact Male,Stray,Injured,224,90,5.41610040220442
Cat,Domestic Shorthair,Black,Intact Male,Stray,Normal,51,30,3.9512437185814275
Dog,Beagle Mix,Fawn,Intact Female,Stray,Normal,13,210,2.6390573296152584
Dog,German Shepherd Mix,Tricolor/Brown,Spayed Female,Owner Surrender,Normal,13,1460,2.6390573296152584
Dog,Chihuahua Shorthair Mix,Red,Intact Male,Stray,Normal,12,730,2.5649493574615367
Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Owner Surrender,Normal,10,150,2.3978952727983707
Dog,Labrador Retriever Mix,Black,Neutered Male,Stray,Normal,176,2190,5.176149732573829
