AnimalType,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log,AgeGroup,breed_type,Breed_grouped,Color_grouped
Dog,Chocolate/Brown,Intact Male,Stray,Normal,4,180,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,White/Gray,Spayed Female,Owner Surrender,Normal,4,330,1.6094379124341005,Joven (6m-1a),mix,Siberian Husky Mix,Monocolor
Dog,White,Intact Male,Owner Surrender,Normal,1,30,0.6931471805599453,Cachorro (<6m),mix,Other,Monocolor
Dog,Red,Spayed Female,Owner Surrender,Normal,44,2920,3.80666248977032,Senior (>7a),mix,Dachshund Mix,Bicolor
Dog,Red,Spayed Female,Owner Surrender,Normal,8,2920,2.19722457733622,Senior (>7a),mix,Dachshund Mix,Bicolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,2,90,1.0986122886681098,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Chocolate/Tan,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Cat,White/Black,Intact Male,Stray,Normal,99,150,4.605170185988092,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Yellow/White,Neutered Male,Owner Surrender,Normal,3,180,1.3862943611198906,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,30,180,3.4339872044851463,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black/Brown,Intact Male,Stray,Normal,12,730,2.5649493574615367,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,18,1460,2.9444389791664403,Adulto (3-7a),mix,Border Collie Mix,Monocolor
Dog,Black/Tan,Intact Female,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Other,Bicolor
Dog,White/Brown Brindle,Neutered Male,Owner Surrender,Normal,179,2190,5.19295685089021,Adulto (3-7a),mix,Other,Monocolor
Dog,White/Brown Brindle,Neutered Male,Owner Surrender,Normal,111,2190,4.718498871295094,Adulto (3-7a),mix,Other,Bicolor
Dog,White,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Bicolor
Cat,Blue Tabby,Neutered Male,Owner Surrender,Normal,212,1460,5.3612921657094255,Adulto (3-7a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Intact Female,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,White/Brown Tabby,Neutered Male,Owner Surrender,Normal,60,1825,4.110873864173311,Adulto (3-7a),purebred,Domestic Medium Hair Mix,Bicolor
Cat,Lynx Point,Intact Female,Stray,Normal,83,365,4.430816798843313,Joven (6m-1a),mix,Siamese Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,6,210,1.9459101490553128,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Cat,Orange Tabby,Intact Male,Stray,Normal,93,240,4.543294782270004,Joven (6m-1a),purebred,Domestic Shorthair Mix,Tricolor
Cat,White/Tan,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Siamese Mix,Bicolor
Cat,Black,Spayed Female,Owner Surrender,Normal,75,2920,4.330733340286331,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan,Intact Female,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Tan,Neutered Male,Owner Surrender,Normal,4,1095,1.6094379124341005,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,24,60,3.218875824868201,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Black,Neutered Male,Owner Surrender,Normal,14,2555,2.70805020110221,Adulto (3-7a),purebred,Domestic Longhair Mix,Bicolor
Cat,Silver Tabby,Intact Male,Stray,Normal,6,1460,1.9459101490553128,Adulto (3-7a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,25,730,3.258096538021482,Adulto joven (1-3a),mix,Pointer Mix,Monocolor
Dog,Black,Intact Male,Public Assist,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,316,1825,5.75890177387728,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Cat,Cream Tabby,Intact Male,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown/White,Spayed Female,Owner Surrender,Normal,7,1095,2.079441541679836,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Brown Tabby,Neutered Male,Stray,Normal,8,1460,2.19722457733622,Adulto (3-7a),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Blue/White,Spayed Female,Owner Surrender,Normal,192,2190,5.262690188904886,Adulto (3-7a),mix,Pit Bull Mix,Tricolor
Cat,Calico,Spayed Female,Owner Surrender,Normal,32,1095,3.49650756146648,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tricolor,Spayed Female,Stray,Normal,10,365,2.3978952727983707,Joven (6m-1a),mix,Australian Cattle Dog Mix,Monocolor
Cat,Torbie,Intact Female,Stray,Normal,28,365,3.367295829986474,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Chocolate/White,Intact Female,Stray,Normal,26,270,3.295836866004329,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Normal,66,21,4.204692619390966,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black/White,Intact Female,Stray,Normal,79,365,4.382026634673881,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black Smoke,Intact Male,Owner Surrender,Normal,18,330,2.9444389791664403,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Cream Tabby,Intact Male,Stray,Normal,38,21,3.6635616461296463,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Dog,White,Intact Female,Owner Surrender,Normal,108,60,4.691347882229144,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,White,Intact Female,Owner Surrender,Normal,3,60,1.3862943611198906,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Cream,Intact Female,Stray,Normal,6,2190,1.9459101490553128,Adulto (3-7a),purebred,Other,Bicolor
Dog,Red,Spayed Female,Owner Surrender,Normal,2,365,1.0986122886681098,Joven (6m-1a),purebred,Other,Bicolor
Dog,Blue/White,Intact Male,Public Assist,Normal,55,730,4.02535169073515,Adulto joven (1-3a),purebred,Pit Bull,Monocolor
Dog,White/Brown Brindle,Spayed Female,Stray,Normal,90,730,4.51085950651685,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,White/Brown Brindle,Spayed Female,Stray,Normal,17,730,2.8903717578961645,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black/Brown,Intact Male,Stray,Normal,14,1460,2.70805020110221,Adulto (3-7a),purebred,Other,Bicolor
Dog,Tan,Intact Male,Owner Surrender,Injured,3,730,1.3862943611198906,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,White/Brown Brindle,Intact Female,Stray,Normal,3,120,1.3862943611198906,Cachorro (<6m),mix,Other,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,5,330,1.791759469228055,Joven (6m-1a),mix,Other,Bicolor
Dog,Tricolor,Neutered Male,Stray,Normal,4,1825,1.6094379124341005,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,52,90,3.970291913552122,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Black/White,Intact Female,Owner Surrender,Normal,81,365,4.406719247264253,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Intact Male,Owner Surrender,Normal,8,120,2.19722457733622,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Tortie,Spayed Female,Owner Surrender,Normal,2,2920,1.0986122886681098,Senior (>7a),purebred,Domestic Medium Hair Mix,Monocolor
Cat,Seal Point,Neutered Male,Owner Surrender,Normal,5,3650,1.791759469228055,Senior (>7a),mix,Siamese Mix,Monocolor
Cat,Flame Point,Intact Male,Stray,Normal,8,60,2.19722457733622,Cachorro (<6m),mix,Other,Monocolor
Cat,Brown Tabby,Neutered Male,Stray,Normal,71,2920,4.276666119016055,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,1,60,0.6931471805599453,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black/White,Intact Female,Stray,Normal,42,180,3.7612001156935615,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black Smoke/White,Spayed Female,Owner Surrender,Normal,84,365,4.442651256490317,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/White,Neutered Male,Stray,Normal,3,150,1.3862943611198906,Cachorro (<6m),mix,Boxer Mix,Bicolor
Dog,Blue/White,Intact Male,Stray,Normal,30,365,3.4339872044851463,Joven (6m-1a),purebred,Other,Bicolor
Dog,Brown/White,Neutered Male,Owner Surrender,Normal,22,365,3.1354942159291497,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,74,365,4.31748811353631,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Tan/White,Neutered Male,Owner Surrender,Normal,38,210,3.6635616461296463,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Black/White,Spayed Female,Stray,Normal,39,1825,3.688879454113936,Adulto (3-7a),mix,Pit Bull Mix,Bicolor
Dog,Black Brindle/White,Neutered Male,Owner Surrender,Normal,52,730,3.970291913552122,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Labrador Retriever Mix,Monocolor
Dog,Tan,Intact Female,Stray,Normal,233,365,5.455321115357702,Joven (6m-1a),purebred,Other,Bicolor
Dog,Buff,Intact Male,Stray,Nursing,61,4,4.127134385045092,Cachorro (<6m),purebred,Other,Bicolor
Cat,Orange Tabby/White,Intact Male,Stray,Injured,19,730,2.995732273553991,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Tricolor
Dog,White/Brown Brindle,Spayed Female,Stray,Normal,9,1095,2.302585092994046,Adulto joven (1-3a),mix,Other,Monocolor
Dog,White/Brown Brindle,Spayed Female,Stray,Normal,25,1095,3.258096538021482,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Tan/White,Intact Male,Stray,Normal,13,365,2.6390573296152584,Joven (6m-1a),mix,Other,Bicolor
Cat,Tortie,Intact Female,Owner Surrender,Normal,6,30,1.9459101490553128,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Blue/Tan,Neutered Male,Owner Surrender,Normal,9,2190,2.302585092994046,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Red/White,Neutered Male,Owner Surrender,Normal,2,90,1.0986122886681098,Cachorro (<6m),mix,Dachshund Mix,Bicolor
Dog,Tan/White,Neutered Male,Owner Surrender,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,74,60,4.31748811353631,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,76,1095,4.343805421853684,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,58,1095,4.07753744390572,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black/White,Intact Male,Owner Surrender,Normal,10,90,2.3978952727983707,Cachorro (<6m),mix,Other,Monocolor
Cat,Blue Tabby/White,Intact Male,Owner Surrender,Normal,28,30,3.367295829986474,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby/White,Intact Male,Owner Surrender,Normal,24,60,3.218875824868201,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Tricolor,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,52,14,3.970291913552122,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Dog,Tan/White,Spayed Female,Owner Surrender,Normal,3,1095,1.3862943611198906,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown/Black,Intact Male,Stray,Normal,16,240,2.833213344056216,Joven (6m-1a),mix,Boxer Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,8,180,2.19722457733622,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Cat,Black,Intact Male,Owner Surrender,Normal,40,28,3.713572066704308,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/White,Intact Male,Stray,Normal,178,1460,5.187385805840755,Adulto (3-7a),mix,Boxer Mix,Bicolor
Dog,White/Red,Intact Male,Stray,Normal,189,1095,5.247024072160486,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,12,270,2.5649493574615367,Joven (6m-1a),purebred,Other,Bicolor
Dog,Red,Intact Female,Stray,Normal,18,730,2.9444389791664403,Adulto joven (1-3a),purebred,Other,Monocolor
Cat,Orange Tabby,Intact Male,Stray,Normal,72,1,4.290459441148391,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Red/Tricolor,Intact Female,Stray,Nursing,38,730,3.6635616461296463,Adulto joven (1-3a),mix,Australian Shepherd Mix,Bicolor
Cat,Cream Tabby,Intact Female,Stray,Normal,7,180,2.079441541679836,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Flame Point,Intact Male,Stray,Sick,80,60,4.394449154672439,Cachorro (<6m),mix,Siamese Mix,Tricolor
Dog,Tan,Intact Male,Owner Surrender,Normal,1,60,0.6931471805599453,Cachorro (<6m),mix,Other,Monocolor
Cat,Black,Spayed Female,Owner Surrender,Normal,12,0,2.5649493574615367,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Tan,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Cat,Lilac Point,Spayed Female,Owner Surrender,Normal,8,1095,2.19722457733622,Adulto joven (1-3a),mix,Siamese Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,8,1095,2.19722457733622,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Calico,Intact Female,Owner Surrender,Normal,13,240,2.6390573296152584,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Neutered Male,Owner Surrender,Normal,37,300,3.6375861597263857,Joven (6m-1a),purebred,Domestic Shorthair,Bicolor
Dog,Red,Neutered Male,Owner Surrender,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Black/Tan,Intact Female,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Black/White,Neutered Male,Owner Surrender,Normal,23,2555,3.1780538303479458,Adulto (3-7a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/Black,Spayed Female,Owner Surrender,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Cat,Brown Tabby,Neutered Male,Owner Surrender,Normal,34,365,3.555348061489413,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,50,21,3.9318256327243257,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,6,300,1.9459101490553128,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,64,300,4.174387269895637,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Orange Tabby,Intact Male,Stray,Normal,12,365,2.5649493574615367,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Spayed Female,Stray,Normal,12,365,2.5649493574615367,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,35,28,3.58351893845611,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Tan,Intact Male,Stray,Normal,6,90,1.9459101490553128,Cachorro (<6m),purebred,Chihuahua Shorthair,Monocolor
Dog,Tan/Black,Intact Female,Stray,Normal,65,365,4.189654742026425,Joven (6m-1a),mix,Other,Monocolor
Dog,Black/Tricolor,Intact Male,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black,Neutered Male,Stray,Normal,7,1460,2.079441541679836,Adulto (3-7a),mix,Other,Bicolor
Dog,Brown/Tan,Spayed Female,Owner Surrender,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Cat,Orange Tabby,Intact Female,Stray,Normal,9,90,2.302585092994046,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,33,120,3.5263605246161616,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Tan,Intact Female,Stray,Normal,13,2555,2.6390573296152584,Adulto (3-7a),purebred,Other,Monocolor
Dog,Blue,Neutered Male,Owner Surrender,Normal,28,3285,3.367295829986474,Senior (>7a),purebred,Other,Monocolor
Dog,Black/Tan,Intact Female,Stray,Normal,4,240,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Dog,Fawn,Intact Female,Owner Surrender,Normal,8,365,2.19722457733622,Joven (6m-1a),purebred,Other,Bicolor
Dog,Tan/Black,Intact Female,Stray,Normal,30,30,3.4339872044851463,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Cat,Black,Intact Female,Owner Surrender,Normal,127,365,4.852030263919617,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Buff,Intact Male,Stray,Normal,5,180,1.791759469228055,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Monocolor
Cat,White/Brown Tabby,Intact Female,Stray,Normal,46,180,3.8501476017100575,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Tricolor,Intact Female,Stray,Normal,86,2920,4.465908118654584,Senior (>7a),purebred,Other,Bicolor
Cat,Black/White,Intact Male,Stray,Normal,36,28,3.610917912644224,Cachorro (<6m),purebred,Domestic Longhair Mix,Bicolor
Cat,Blue Tabby,Intact Female,Stray,Normal,84,30,4.442651256490317,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown/White,Intact Male,Stray,Normal,33,1095,3.5263605246161616,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Dog,Black/White,Neutered Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),mix,Border Collie Mix,Monocolor
Dog,Black/White,Neutered Male,Stray,Normal,3,210,1.3862943611198906,Joven (6m-1a),mix,Other,Bicolor
Dog,Black/Tan,Intact Female,Stray,Nursing,67,2,4.219507705176107,Cachorro (<6m),purebred,Other,Monocolor
Dog,White,Neutered Male,Owner Surrender,Normal,1,1825,0.6931471805599453,Adulto (3-7a),purebred,Other,Bicolor
Cat,Blue Tabby,Intact Male,Stray,Normal,81,90,4.406719247264253,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Black,Neutered Male,Stray,Normal,11,1460,2.4849066497880004,Adulto (3-7a),purebred,Domestic Shorthair,Monocolor
Dog,Red,Intact Male,Stray,Normal,22,1825,3.1354942159291497,Adulto (3-7a),mix,Dachshund Mix,Bicolor
Dog,White,Intact Male,Stray,Normal,151,365,5.0238805208462765,Joven (6m-1a),mix,Other,Monocolor
Dog,Black,Intact Female,Stray,Normal,12,1095,2.5649493574615367,Adulto joven (1-3a),purebred,German Shepherd,Monocolor
Dog,Black,Intact Female,Stray,Normal,76,1095,4.343805421853684,Adulto joven (1-3a),purebred,German Shepherd,Bicolor
Cat,White/Blue,Intact Male,Stray,Normal,54,30,4.007333185232471,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Black,Spayed Female,Owner Surrender,Normal,36,365,3.610917912644224,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Yellow,Intact Male,Stray,Normal,105,365,4.663439094112067,Joven (6m-1a),purebred,Other,Bicolor
Cat,Brown Tabby,Spayed Female,Stray,Normal,16,1460,2.833213344056216,Adulto (3-7a),purebred,Domestic Longhair Mix,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,51,30,3.951243718581428,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tan/White,Spayed Female,Public Assist,Normal,29,365,3.4011973816621555,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Tan/White,Spayed Female,Public Assist,Normal,39,365,3.688879454113936,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Lynx Point,Intact Female,Stray,Normal,49,21,3.912023005428146,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black,Intact Male,Public Assist,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Blue/White,Intact Male,Stray,Normal,11,60,2.4849066497880004,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue/White,Intact Male,Stray,Normal,13,60,2.6390573296152584,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,White/Brown,Neutered Male,Owner Surrender,Normal,14,365,2.70805020110221,Joven (6m-1a),purebred,Other,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,37,30,3.6375861597263857,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Cat,White/Blue,Intact Female,Stray,Normal,44,30,3.80666248977032,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Tricolor,Intact Male,Public Assist,Normal,5,180,1.791759469228055,Cachorro (<6m),mix,Other,Bicolor
Dog,Tricolor,Intact Male,Public Assist,Normal,44,180,3.80666248977032,Cachorro (<6m),mix,Other,Bicolor
Dog,Tricolor,Intact Female,Stray,Normal,6,90,1.9459101490553128,Cachorro (<6m),purebred,Other,Bicolor
Cat,Brown Tabby,Spayed Female,Stray,Normal,62,1460,4.143134726391533,Adulto (3-7a),purebred,Domestic Shorthair Mix,Tricolor
Dog,Cream,Intact Male,Owner Surrender,Normal,11,730,2.4849066497880004,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Orange Tabby,Spayed Female,Owner Surrender,Normal,179,365,5.19295685089021,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,White/Black,Intact Male,Stray,Normal,41,21,3.737669618283368,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/White,Intact Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),mix,Siberian Husky Mix,Monocolor
Cat,Torbie,Intact Female,Stray,Normal,9,30,2.302585092994046,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Cat,Torbie,Intact Female,Stray,Normal,7,270,2.079441541679836,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Torbie,Intact Female,Stray,Normal,40,270,3.713572066704308,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black,Intact Male,Stray,Normal,53,14,3.9889840465642745,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan,Intact Female,Stray,Normal,107,270,4.68213122712422,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Red/White,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Cat,Blue,Intact Male,Stray,Normal,44,21,3.80666248977032,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black/White,Intact Male,Stray,Normal,47,21,3.871201010907891,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Red/White,Intact Female,Stray,Normal,25,365,3.258096538021482,Joven (6m-1a),mix,Other,Tricolor
Dog,Red/White,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Other,Monocolor
Dog,Brown/White,Neutered Male,Stray,Normal,77,1095,4.356708826689592,Adulto joven (1-3a),mix,Labrador Retriever Mix,Monocolor
Cat,Calico,Intact Female,Owner Surrender,Normal,12,180,2.5649493574615367,Cachorro (<6m),mix,Other,Bicolor
Dog,Brown/Black,Intact Female,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),purebred,German Shepherd,Bicolor
Dog,Black/Cream,Intact Female,Stray,Normal,5,150,1.791759469228055,Cachorro (<6m),mix,German Shepherd Mix,Monocolor
Dog,White,Intact Male,Stray,Normal,46,365,3.8501476017100575,Joven (6m-1a),purebred,Other,Monocolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,1,365,0.6931471805599453,Joven (6m-1a),mix,Other,Monocolor
Dog,Red,Intact Male,Stray,Normal,4,1460,1.6094379124341005,Adulto (3-7a),purebred,Other,Monocolor
Cat,Brown Tabby,Neutered Male,Owner Surrender,Normal,19,2920,2.995732273553991,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Sick,38,30,3.6635616461296463,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Tan,Intact Female,Stray,Normal,19,1460,2.995732273553991,Adulto (3-7a),purebred,Other,Bicolor
Dog,Tan/White,Spayed Female,Owner Surrender,Normal,71,365,4.276666119016055,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Black/Brown,Intact Male,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black/Brown,Neutered Male,Owner Surrender,Normal,1,1460,0.6931471805599453,Adulto (3-7a),mix,German Shepherd Mix,Bicolor
Dog,Black/Brown,Neutered Male,Owner Surrender,Normal,30,1460,3.4339872044851463,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,7,1460,2.079441541679836,Adulto (3-7a),purebred,Chihuahua Shorthair,Bicolor
Cat,Blue/White,Intact Male,Stray,Normal,87,21,4.477336814478207,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Brown,Intact Female,Owner Surrender,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Cat,White/Blue Tabby,Intact Male,Stray,Normal,20,30,3.044522437723423,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black/White,Spayed Female,Stray,Normal,3,1095,1.3862943611198906,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Fawn/White,Neutered Male,Owner Surrender,Normal,41,1095,3.737669618283368,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Black/Tan,Intact Female,Stray,Normal,22,30,3.1354942159291497,Cachorro (<6m),mix,German Shepherd Mix,Bicolor
Dog,Chocolate,Intact Female,Stray,Normal,142,1825,4.962844630259907,Adulto (3-7a),mix,Pit Bull Mix,Bicolor
Dog,Brown/Cream,Intact Male,Stray,Normal,6,270,1.9459101490553128,Joven (6m-1a),mix,Siberian Husky Mix,Bicolor
